transaction_id,user_id,plan_tier,monthly_spend,api_calls,response_latency_ms,error_flag
TXN_100048,975,Free,0.0,9474,94.74369823590685,0
TXN_100049,666,Free,29.99,7093,80.88523873335217,0
TXN_100050,343,Premium,,7233,104.20841811466627,0
TXN_100051,931,Enterprise,499.0,9028,104.02970044344065,0
TXN_100052,604,Free,29.99,10333,158.80327751527489,0
TXN_100053,230,Free,29.99,4382,86.88496919401916,0
TXN_100054,584,Enterprise,29.99,9470,123.6123644740319,0
TXN_100055,918,Premium,29.99,8383,78.36978856861086,0
TXN_100056,746,Free,499.0,8651,86.98207943053362,0
TXN_100057,120,Free,0.0,9454,90.32734038596807,0
TXN_100058,940,Free,0.0,11903,160.34885767997588,0
TXN_100059,266,Free,,9660,102.66245924643698,1
TXN_100060,373,Free,499.0,12590,111.59016712688296,0
TXN_100061,487,Enterprise,0.0,8113,97.8354261354333,0
TXN_100062,700,Free,0.0,15875,113.16524361538318,0
TXN_100063,415,Premium,,8916,111.7084526354491,0
TXN_100064,113,Free,29.99,11026,95.1591600207603,0
TXN_100065,341,Premium,29.99,9753,32.03968305577041,0
TXN_100066,876,Premium,0.0,14700,92.70798040771768,0
TXN_100067,445,Free,499.0,13213,124.96017091269184,0
TXN_100068,664,Premium,0.0,7652,150.35890529647392,0
TXN_100069,997,Free,0.0,9227,50.78490189701084,0
TXN_100070,439,Enterprise,0.0,7984,58.8968327491674,0
TXN_100071,191,Enterprise,499.0,9765,92.03968211394861,0
TXN_100072,466,Free,29.99,4576,98.437576407624,0
TXN_100073,554,Free,499.0,7996,18.343186021447195,0
TXN_100074,527,Free,0.0,10602,118.80216323006522,0
TXN_100075,608,Premium,499.0,8165,161.68068103746194,0
TXN_100076,875,Free,499.0,6777,84.09976561619686,0
TXN_100077,1042,Free,499.0,6474,110.64757616810515,0
TXN_100078,134,Free,,12956,131.61967706962662,0
TXN_100079,305,Free,0.0,13635,110.97028740643935,0
TXN_100080,180,Premium,29.99,21127,89.43120528017543,0
TXN_100081,1031,Free,499.0,9469,91.30842026675676,0
TXN_100082,661,Premium,499.0,9333,116.1560930483972,0
TXN_100083,971,Free,29.99,4943,148.48542383534544,0
TXN_100084,487,Free,0.0,12562,118.10802650702914,0
TXN_100085,101,Premium,29.99,8234,157.10096643252155,0
TXN_100086,489,Unknown,29.99,6149,109.39214984424753,0
TXN_100087,665,Premium,0.0,12019,110.54369777856164,0
TXN_100088,205,Free,499.0,8975,171.9688107102458,0
TXN_100089,871,Free,0.0,17294,77.36488429923688,0
TXN_100090,921,Enterprise,0.0,7862,150.2628045800673,0
TXN_100091,576,Free,29.99,13184,128.801301177136,0
TXN_100092,802,Free,29.99,8302,90.73618428848184,0
TXN_100093,501,Enterprise,0.0,6335,68.46311895669743,0
TXN_100094,829,Enterprise,0.0,8234,117.48689080713964,0
TXN_100095,655,Unknown,0.0,12126,124.48547619860567,0
TXN_100096,261,Enterprise,0.0,9487,180.22874437851556,0
TXN_100097,301,Enterprise,0.0,6510,125.13007919895182,0
TXN_100098,369,Free,0.0,8160,46.330506252288274,0
TXN_100099,962,Free,0.0,11196,129.00965139945694,0
TXN_100100,915,Premium,29.99,8222,174.48041335509745,0
TXN_100101,370,Premium,499.0,14295,122.22188383506277,0
TXN_100102,555,Free,29.99,4768,132.66600764456084,1
TXN_100103,561,Free,29.99,8280,32.608791179860205,0
TXN_100104,826,Free,0.0,9389,162.15831424315337,0
TXN_100105,351,Premium,499.0,8208,80.67563766014285,0
TXN_100106,801,Free,29.99,12349,61.225032018880874,0
TXN_100107,395,Free,29.99,5199,89.16427535821094,0
TXN_100108,824,Premium,0.0,10882,122.34591167495358,0
TXN_100109,819,Premium,0.0,6625,84.06855745563588,0
TXN_100110,848,Free,29.99,6258,147.3266248287765,0
TXN_100111,437,Premium,0.0,9183,58.76586533155341,0
TXN_100112,978,Premium,499.0,11002,122.78288810623009,1
TXN_100113,152,Free,0.0,11799,77.32140963799021,0
TXN_100114,891,Free,0.0,12607,104.32731223173717,0
TXN_100115,1021,Free,29.99,16408,174.82406427138451,0
TXN_100116,316,Free,499.0,16212,129.47791550067015,0
TXN_100117,863,Enterprise,0.0,10063,-999.0,0
TXN_100118,287,Free,29.99,7973,72.10139119553108,0
TXN_100119,479,Premium,0.0,9929,104.44549616919578,0
TXN_100120,592,Free,29.99,8705,89.03901263543003,0
TXN_100121,140,Free,499.0,10272,23.6638493605236,0
TXN_100122,256,Premium,499.0,13034,131.79338293109933,0
TXN_100123,114,Free,0.0,10751,59.94950946592237,0
TXN_100124,912,Free,0.0,13252,101.99267653198908,0
TXN_100125,164,Free,29.99,5479,125.23105186015259,0
TXN_100126,956,Free,0.0,20752,85.48269637904946,0
TXN_100127,938,Premium,29.99,11536,67.47788712637691,0
TXN_100128,620,Free,29.99,15904,140.2210263662166,0
TXN_100129,443,Enterprise,0.0,10877,48.569896795910495,0
TXN_100130,228,Premium,499.0,9673,77.57187132560678,0
TXN_100131,747,Free,0.0,13027,117.56414088814597,0
TXN_100132,571,Free,,15382,109.14562335000183,0
TXN_100133,162,Free,499.0,13787,101.51754723979906,0
TXN_100134,238,Premium,29.99,8415,178.48821846151404,0
TXN_100135,598,Free,0.0,11464,140.24051761549003,0
TXN_100136,692,Enterprise,499.0,6508,149.31032473210274,0
TXN_100137,491,Free,499.0,8245,84.23221164734481,0
TXN_100138,774,Enterprise,0.0,6879,185.9574405507028,0
TXN_100139,518,Free,0.0,9724,87.45050948453716,0
TXN_100140,388,Enterprise,0.0,7648,130.99244165518502,0
TXN_100141,478,Free,,5850,128.93840441853308,0
TXN_100142,872,Free,499.0,7840,87.27037728784134,0
TXN_100143,589,Free,499.0,7269,61.47037132535583,0
TXN_100144,330,Free,499.0,9945,105.2788445599495,0
TXN_100145,140,Unknown,29.99,7933,92.86016014136221,0
TXN_100146,127,Free,0.0,10968,58.11140592191528,0
TXN_100147,234,Free,0.0,7413,85.94063931177867,0
TXN_100148,300,Premium,0.0,8571,148.12265656325147,0
TXN_100149,939,Free,29.99,11948,79.99683681737423,1
TXN_100150,879,Premium,499.0,5072,145.2127154997312,0
TXN_100151,1029,Premium,,8694,135.44158295292073,0
TXN_100152,132,Free,0.0,9453,130.17465839333903,0
TXN_100153,147,Enterprise,29.99,7800,210.91452201117016,0
TXN_100154,602,Free,29.99,8653,83.19454157565244,0
TXN_100155,506,Free,29.99,8552,132.6659849591675,1
TXN_100156,673,Premium,29.99,9743,113.07973871980806,0
TXN_100157,827,Premium,0.0,5714,114.46757616951611,0
TXN_100158,904,Free,499.0,9973,-4.189714170745162,0
TXN_100159,198,Premium,29.99,7430,84.25049024293202,0
TXN_100160,783,Free,499.0,7026,92.13155814560784,0
TXN_100161,971,Free,0.0,5979,113.8281063148041,0
TXN_100162,825,Enterprise,0.0,12228,50.39773844392553,0
TXN_100163,646,Free,0.0,7237,106.02043214433247,0
TXN_100164,838,Free,499.0,9198,-999.0,0
TXN_100165,712,Enterprise,499.0,9536,69.31135011750487,0
TXN_100166,1042,Unknown,0.0,8876,30.5520050169889,0
TXN_100167,561,Free,499.0,8455,46.85624239635078,0
TXN_100168,742,Premium,29.99,9245,94.70857830657312,0
TXN_100169,868,Premium,0.0,10932,154.73319446546708,0
TXN_100170,104,Enterprise,29.99,11478,108.5022141075207,0
TXN_100171,317,Enterprise,499.0,9277,112.89653328239685,0
TXN_100172,602,Free,0.0,6625,133.30256770994444,0
TXN_100173,866,Free,0.0,7624,73.36958878828366,0
TXN_100174,497,Free,29.99,11373,61.434478519727605,0
TXN_100175,970,Premium,0.0,6929,130.40544348142265,0
TXN_100176,894,Premium,499.0,6478,104.65687676699685,1
TXN_100177,492,Premium,29.99,14141,142.73775552606435,0
TXN_100178,306,Unknown,0.0,11654,82.03903599625431,0
TXN_100179,114,Free,0.0,12217,153.4090713114824,0
TXN_100180,957,Free,,5130,70.92675214527358,0
TXN_100181,653,Free,29.99,9903,120.44414774560896,0
TXN_100182,991,Free,29.99,8583,141.61177703335736,0
TXN_100183,560,Free,0.0,6650,74.22346633821223,1
TXN_100184,790,Free,499.0,7800,52.06680485337017,0
TXN_100185,674,Premium,0.0,18470,77.64406788933829,0
TXN_100186,963,Enterprise,29.99,8317,106.87768087752363,0
TXN_100187,842,Premium,,21732,100.26813578343449,0
TXN_100188,340,Premium,0.0,16382,172.08664982899452,0
TXN_100189,663,Free,29.99,7673,75.86004774837191,0
TXN_100190,195,Premium,0.0,9661,161.88579321590802,0
TXN_100191,999,Premium,29.99,15285,156.96264209738115,0
TXN_100192,833,Premium,0.0,6736,106.28155341226106,0
TXN_100193,584,Free,499.0,5731,35.59409389938624,0
TXN_100194,506,Free,0.0,8152,76.85511634518134,0
TXN_100195,330,Free,29.99,12343,150.3765062401578,0
TXN_100196,848,Premium,499.0,6954,105.59469186352118,0
TXN_100197,754,Enterprise,,8045,165.08925989285513,0
TXN_100198,270,Enterprise,29.99,7461,110.77501901892732,0
TXN_100199,640,Free,29.99,8406,63.12990882111266,1
TXN_100200,135,Premium,0.0,15760,120.47477456023051,0
TXN_100201,624,Enterprise,0.0,7897,200.14900807141754,0
TXN_100202,259,Free,29.99,11864,86.5194108257281,1
TXN_100203,938,Free,0.0,7028,182.23778796854648,0
TXN_100204,798,Enterprise,0.0,9021,231.41572203306507,0
TXN_100205,342,Free,0.0,11147,78.88276485469004,0
TXN_100206,185,Enterprise,29.99,14081,42.80645235862541,0
TXN_100207,895,Unknown,0.0,11890,70.95305374680093,0
TXN_100208,677,Premium,0.0,12487,71.50156863918652,0
TXN_100209,781,Enterprise,0.0,11820,88.26110620828061,0
TXN_100210,656,Premium,29.99,9858,122.40769136701145,0
TXN_100211,673,Premium,29.99,5066,28.722115554106622,0
TXN_100212,745,Free,29.99,15017,110.29603477341001,0
TXN_100213,895,Free,499.0,11381,139.76952485080432,0
TXN_100214,127,Free,0.0,7147,118.51735302877628,1
TXN_100215,719,Premium,0.0,7447,148.02831566997355,0
TXN_100216,655,Free,0.0,8917,138.70667936975107,0
TXN_100217,439,Free,29.99,8650,184.90971904511395,0
TXN_100218,897,Free,29.99,9886,79.47027340628411,0
TXN_100219,430,Premium,0.0,17064,225.485460035842,0
TXN_100220,739,Unknown,29.99,12584,79.96730439102652,0
TXN_100221,605,Unknown,29.99,13455,72.06244318496209,0
TXN_100222,447,Free,,5504,111.92676471716184,0
TXN_100223,572,Enterprise,29.99,3836,124.58808755934615,0
TXN_100224,330,Premium,29.99,11002,129.9457802046007,0
TXN_100225,289,Premium,29.99,9167,176.00117981209507,0
TXN_100226,324,Premium,,7428,212.68757738806107,0
TXN_100227,484,Free,,8253,131.61271184161413,0
TXN_100228,476,Enterprise,29.99,11769,199.52377637425639,0
TXN_100229,382,Free,29.99,13681,169.48348197337572,0
TXN_100230,732,Free,29.99,14850,29.050971379199567,0
TXN_100231,727,Premium,0.0,8132,146.07566459119266,0
TXN_100232,844,Free,29.99,11868,19.616265653491283,0
TXN_100233,358,Free,0.0,9397,167.26164674531316,0
TXN_100234,458,Premium,499.0,10352,-999.0,0
TXN_100235,809,Free,29.99,11398,162.36504683372056,0
TXN_100236,555,Premium,499.0,9429,55.94765503220036,0
TXN_100237,510,Premium,29.99,5901,144.77845503718135,0
TXN_100238,748,Premium,29.99,7367,131.3888242627403,0
TXN_100239,417,Premium,0.0,6464,90.86216660024277,0
TXN_100240,776,Premium,29.99,7924,132.2541091444667,0
TXN_100241,324,Premium,29.99,7321,81.11467158925063,0
TXN_100242,918,Premium,0.0,3313,92.8427184794673,0
TXN_100243,333,Premium,499.0,17580,161.48120360931065,0
TXN_100244,783,Premium,0.0,10741,112.96842513268768,0
TXN_100245,763,Enterprise,29.99,10624,131.2069787687207,0
TXN_100246,926,Free,0.0,10059,121.57205132064992,0
TXN_100247,473,Free,499.0,6600,135.81773403715943,0
TXN_100248,771,Enterprise,0.0,13158,122.052567368765,0
TXN_100249,707,Free,29.99,14329,23.006870735523492,0
TXN_100250,571,Free,0.0,6932,79.50190017565856,0
TXN_100251,332,Premium,0.0,9060,91.95646513179643,0
TXN_100252,791,Free,499.0,11132,34.030465643895,0
TXN_100253,212,Free,0.0,10151,121.62286212385384,0
TXN_100254,929,Unknown,29.99,13422,80.78817606806831,0
TXN_100255,596,Premium,0.0,9325,74.1619645348695,0
TXN_100256,541,Free,0.0,6089,29.301571980200762,0
TXN_100257,663,Unknown,29.99,8209,98.8724633419962,0
TXN_100258,367,Unknown,29.99,5429,129.16259877134533,0
TXN_100259,609,Free,29.99,6823,121.22218033445775,0
TXN_100260,906,Free,29.99,10098,145.15613643367402,0
TXN_100261,485,Enterprise,0.0,13325,98.20405463879962,0
TXN_100262,486,Premium,0.0,4727,160.68603638099634,0
TXN_100263,212,Premium,0.0,14702,147.94833077576166,1
TXN_100264,712,Enterprise,499.0,13959,107.09343825101152,0
TXN_100265,724,Premium,499.0,4676,105.36516849732905,0
TXN_100266,180,Free,0.0,6872,204.9006943858508,0
TXN_100267,798,Premium,0.0,13023,96.43423847429116,0
TXN_100268,212,Free,0.0,7422,196.32338732862448,0
TXN_100269,101,Premium,,7880,150.89542168175478,0
TXN_100270,741,Premium,499.0,7134,78.62485582278745,0
TXN_100271,319,Free,0.0,10940,117.23504468783233,0
TXN_100272,665,Premium,29.99,11068,95.50841574781674,0
TXN_100273,954,Free,0.0,8565,83.65388961929776,0
TXN_100274,835,Free,29.99,8163,116.43935282348536,0
TXN_100275,324,Premium,29.99,12564,83.80645990014159,0
TXN_100276,484,Free,0.0,13074,81.04101248909004,0
TXN_100277,502,Premium,499.0,11653,121.4182935964547,0
TXN_100278,737,Free,29.99,9623,164.09610549434237,0
TXN_100279,229,Premium,0.0,5095,101.65380577023782,0
TXN_100280,152,Enterprise,29.99,5547,127.03870811933484,0
TXN_100281,783,Premium,29.99,15171,126.6508536374996,0
TXN_100282,829,Free,499.0,8381,78.38429844377089,0
TXN_100283,771,Unknown,0.0,3510,179.28085078446423,0
TXN_100284,809,Free,0.0,7868,101.2379880908695,0
TXN_100285,515,Free,29.99,5006,87.15722310269321,0
TXN_100286,346,Free,29.99,4977,175.0229614653947,0
TXN_100287,935,Free,0.0,14757,134.29718947663562,0
TXN_100288,538,Unknown,,11932,159.682500555525,0
TXN_100289,302,Free,0.0,11650,75.54372643155597,0
TXN_100290,283,Premium,0.0,10918,204.51412443493518,0
TXN_100291,222,Premium,499.0,15699,61.95097723598661,0
TXN_100292,500,Free,0.0,14726,155.6548468046095,0
TXN_100293,866,Premium,0.0,6102,148.80237834228893,0
TXN_100294,393,Free,29.99,15832,112.16861675485087,0
TXN_100295,379,Free,0.0,8963,157.965419230865,0
TXN_100296,936,Free,,9546,53.65207861321166,0
TXN_100297,983,Enterprise,29.99,10259,118.28643705020085,0
TXN_100298,709,Unknown,29.99,9874,157.792482423981,0
TXN_100299,297,Free,0.0,12599,167.98957328155353,0
TXN_100300,1006,Free,0.0,14006,157.74448572954125,0
TXN_100301,610,Premium,29.99,12043,21.53563866327778,0
TXN_100302,851,Free,29.99,13206,155.8676997574712,0
TXN_100303,243,Enterprise,499.0,11026,130.64016204888978,0
TXN_100304,708,Premium,0.0,9304,180.6407550657783,0
TXN_100305,300,Free,29.99,6667,117.23232396903241,0
TXN_100306,223,Enterprise,0.0,11374,34.517702478731735,0
TXN_100307,286,Free,29.99,8697,118.27669367468786,0
TXN_100308,425,Enterprise,29.99,7063,52.816076314098325,0
TXN_100309,563,Enterprise,0.0,9388,128.42908555463498,0
TXN_100310,448,Free,29.99,4928,72.83848817251702,0
TXN_100311,870,Free,0.0,14816,180.1330848939011,0
TXN_100312,759,Unknown,29.99,11297,124.30211512517,0
TXN_100313,863,Enterprise,29.99,13684,27.183439248316674,0
TXN_100314,1031,Free,0.0,9097,180.9237693836737,0
TXN_100315,502,Enterprise,499.0,8283,225.42877466940556,0
TXN_100316,445,Free,29.99,8450,86.11254136054026,0
TXN_100317,610,Free,499.0,12532,61.75345423287737,0
TXN_100318,246,Enterprise,0.0,9897,64.78302257534199,0
TXN_100319,247,Free,499.0,8852,23.191420355479465,0
TXN_100320,963,Enterprise,0.0,7670,141.14713505423137,0
TXN_100321,810,Free,29.99,7714,88.24036338226198,0
TXN_100322,919,Premium,499.0,8485,85.25053051236759,0
TXN_100323,588,Free,0.0,7682,104.42088633522425,0
TXN_100324,1028,Premium,0.0,12035,178.9502374922793,1
TXN_100325,1035,Premium,499.0,10552,104.03367230225693,0
TXN_100326,739,Free,29.99,8696,96.38027574242412,0
TXN_100327,650,Premium,29.99,8118,72.93860195104878,0
TXN_100328,437,Free,0.0,9403,140.0163919159107,0
TXN_100329,971,Free,29.99,10922,74.41230257737645,0
TXN_100330,740,Enterprise,0.0,9942,96.83761409272476,0
TXN_100331,878,Free,499.0,13696,167.855131588548,0
TXN_100332,572,Premium,29.99,14302,56.418372655980974,0
TXN_100333,1045,Premium,29.99,9331,40.596520475964255,0
TXN_100334,250,Premium,0.0,6260,92.30309266909953,0
TXN_100335,514,Free,499.0,8416,113.3742504947636,0
TXN_100336,397,Free,29.99,14149,136.89614727549443,0
TXN_100337,710,Free,499.0,9145,113.79727074023052,0
TXN_100338,362,Premium,0.0,8079,121.02258627508324,0
TXN_100339,863,Enterprise,499.0,11348,191.91280546386753,0
TXN_100340,243,Premium,29.99,7703,140.6829455426708,0
TXN_100341,445,Free,0.0,13249,102.06583267040406,0
TXN_100342,723,Free,0.0,12179,116.04135885828386,0
TXN_100343,671,Free,0.0,13440,108.29311769661469,0
TXN_100344,980,Free,0.0,7031,155.02828502878867,0
TXN_100345,101,Free,0.0,10024,180.84173426513775,0
TXN_100346,996,Free,29.99,14593,113.42396849896684,0
TXN_100347,403,Free,29.99,12897,62.8216113563784,0
TXN_100348,353,Free,29.99,10334,172.6070986141566,0
TXN_100349,751,Free,0.0,5448,79.6335825664221,0
TXN_100350,552,Free,499.0,14985,124.04033502495113,0
TXN_100351,136,Free,499.0,10149,-0.2581728969102528,0
TXN_100352,259,Free,0.0,7513,88.42582331202418,0
TXN_100353,108,Premium,0.0,9784,152.67634317696206,0
TXN_100354,332,Free,29.99,11592,148.3138245299187,1
TXN_100355,198,Free,29.99,7422,73.88544879796434,0
TXN_100356,758,Free,29.99,999999,135.77953937527556,0
TXN_100357,915,Free,29.99,5531,7.873505387067965,0
TXN_100358,307,Free,0.0,5546,68.66521714900372,0
TXN_100359,230,Free,499.0,8333,79.12246518215107,0
TXN_100360,503,Premium,0.0,3651,162.5606853560471,0
TXN_100361,251,Free,0.0,10478,105.33957056829755,0
TXN_100362,153,Free,0.0,5884,139.404238939754,0
TXN_100363,219,Enterprise,0.0,4565,150.805586273509,0
TXN_100364,772,Free,29.99,8213,118.86129721312632,0
TXN_100365,1019,Free,29.99,11602,177.20992730689292,1
TXN_100366,727,Enterprise,,11584,80.84425812469021,0
TXN_100367,686,Enterprise,0.0,9633,128.2687774401304,0
TXN_100368,724,Free,,6600,25.600314801995424,0
TXN_100369,519,Free,29.99,10819,148.60118837532355,0
TXN_100370,521,Free,29.99,5354,145.0607733970511,0
TXN_100371,203,Free,499.0,999999,100.62137171253421,0
TXN_100372,951,Premium,29.99,8973,92.30177095822461,0
TXN_100373,353,Free,0.0,12793,167.85010545074636,0
TXN_100374,326,Free,499.0,12684,94.33712751261115,0
TXN_100375,211,Enterprise,29.99,12797,162.9027843868546,0
TXN_100376,609,Unknown,29.99,10229,96.42540885710159,0
TXN_100377,572,Free,499.0,12868,140.11003106025302,0
TXN_100378,198,Premium,0.0,12372,61.391675425675544,0
TXN_100379,252,Free,29.99,10386,93.89254859521901,0
TXN_100380,960,Enterprise,29.99,11426,124.68499795579442,0
TXN_100381,1013,Free,29.99,8892,207.4505275954956,0
TXN_100382,995,Free,0.0,8349,174.21284449051944,0
TXN_100383,977,Free,499.0,14075,104.11951857745689,0
TXN_100384,437,Free,0.0,9577,178.22835495378084,0
TXN_100385,805,Free,29.99,8830,110.04456158275893,0
TXN_100386,921,Premium,499.0,9286,151.93696725307248,0
TXN_100387,262,Premium,0.0,13685,110.22294816889948,0
TXN_100388,819,Free,0.0,12550,84.73898133414892,0
TXN_100389,780,Free,0.0,6175,97.10383931067665,0
TXN_100390,260,Free,29.99,9762,37.19188589516892,0
TXN_100391,679,Enterprise,499.0,4091,96.7780362846776,0
TXN_100392,900,Enterprise,29.99,9302,66.19345571840245,0
TXN_100393,497,Unknown,0.0,10545,134.2412685827886,0
TXN_100394,376,Enterprise,29.99,8347,156.0798365495524,0
TXN_100395,915,Free,29.99,10132,100.20614786386587,0
TXN_100396,1015,Free,0.0,12243,58.255162160210276,0
TXN_100397,603,Premium,29.99,7926,165.5314055438298,0
TXN_100398,995,Enterprise,0.0,6747,102.6401358907247,0
TXN_100399,491,Free,499.0,6250,171.48116100286325,0
TXN_100400,234,Free,0.0,9883,132.9232206670401,0
TXN_100401,294,Enterprise,0.0,9409,204.0634891165168,0
TXN_100402,500,Free,499.0,14193,110.78013401586348,0
TXN_100403,739,Free,29.99,10107,27.63954708708198,0
TXN_100404,132,Premium,0.0,4861,126.26860982172803,0
TXN_100405,787,Free,499.0,9498,76.52240753390093,0
TXN_100406,559,Free,29.99,12249,75.88111259584242,0
TXN_100407,982,Premium,0.0,8080,178.08242641988653,0
TXN_100408,569,Premium,29.99,9637,132.3818422392713,0
TXN_100409,474,Unknown,499.0,12820,87.96937766361248,0
TXN_100410,121,Free,29.99,12082,121.4506131141921,0
TXN_100411,849,Free,0.0,6872,121.1810451208517,0
TXN_100412,769,Premium,29.99,3499,35.029714403193765,0
TXN_100413,137,Premium,29.99,10813,158.63219905744603,0
TXN_100414,329,Free,499.0,12200,153.25611548713005,0
TXN_100415,464,Premium,0.0,13724,103.53650522134707,0
TXN_100416,662,Free,29.99,6279,130.25191904962642,0
TXN_100417,537,Free,0.0,8621,64.76670204111025,0
TXN_100418,875,Free,29.99,4870,205.9232095563616,0
TXN_100419,382,Free,,9635,161.5699928988548,0
TXN_100420,126,Free,0.0,12297,96.33821574302893,0
TXN_100421,325,Premium,0.0,999999,70.44933831692536,1
TXN_100422,376,Premium,29.99,8030,97.8962978346781,0
TXN_100423,897,Enterprise,29.99,9265,85.49211835322376,0
TXN_100424,708,Free,0.0,5784,138.53131724861964,0
TXN_100425,383,Free,29.99,15782,-999.0,0
TXN_100426,978,Free,499.0,13910,39.83087429557908,0
TXN_100427,580,Free,29.99,12804,100.38871639722494,0
TXN_100428,552,Premium,29.99,5459,86.95768026875797,0
TXN_100429,928,Premium,0.0,4875,156.81335710784177,0
TXN_100430,915,Premium,499.0,6224,210.81276341075318,0
TXN_100431,758,Free,0.0,10686,115.3837884015011,0
TXN_100432,615,Free,0.0,13005,124.42558654773813,0
TXN_100433,646,Free,0.0,7350,83.90378066381555,0
TXN_100434,291,Free,29.99,13890,149.97751293067986,0
TXN_100435,148,Premium,499.0,7256,110.03128621666423,0
TXN_100436,611,Unknown,0.0,14305,121.64193181046487,0
TXN_100437,116,Free,499.0,999999,157.39614900518646,0
TXN_100438,271,Premium,499.0,12931,147.53336560092913,0
TXN_100439,319,Premium,29.99,13100,107.39422198511173,0
TXN_100440,257,Free,499.0,10215,155.46596577357826,0
TXN_100441,576,Premium,0.0,10552,196.42503950121926,0
TXN_100442,145,Free,0.0,12893,133.91638291227193,1
TXN_100443,472,Free,499.0,9825,143.53708468185138,0
TXN_100444,617,Premium,29.99,11694,146.69017631052094,0
TXN_100445,198,Enterprise,0.0,6615,72.95928322099704,0
TXN_100446,991,Free,29.99,11491,141.6889845619885,0
TXN_100447,844,Free,499.0,6412,113.77901068587285,0
TXN_100448,136,Enterprise,29.99,13780,176.50831708784736,0
TXN_100449,379,Enterprise,0.0,7942,126.38221324075323,0
TXN_100450,448,Premium,29.99,12835,97.25380680023676,0
TXN_100451,596,Free,499.0,7310,105.60692720648548,0
TXN_100452,401,Enterprise,0.0,12774,197.6891019501067,0
TXN_100453,280,Free,0.0,11118,255.12190685526718,0
TXN_100454,706,Premium,29.99,8503,138.03017821427204,0
TXN_100455,198,Free,29.99,12814,88.6884702426546,0
TXN_100456,799,Premium,0.0,11469,58.5028401284383,0
TXN_100457,215,Free,0.0,9613,98.41972191876302,0
TXN_100458,290,Free,0.0,9514,122.62247555355691,0
TXN_100459,352,Free,0.0,5926,96.7912866632644,0
TXN_100460,1027,Free,0.0,12992,65.52103623195228,0
TXN_100461,260,Premium,29.99,10706,136.98038328154686,0
TXN_100462,355,Enterprise,29.99,7128,104.72246305489728,0
TXN_100463,422,Unknown,29.99,9623,108.74892021948031,0
TXN_100464,227,Free,0.0,8011,136.34832309347746,0
TXN_100465,117,Premium,0.0,18155,105.61228525809527,0
TXN_100466,892,Premium,0.0,6502,283.04269544792646,0
TXN_100467,834,Free,0.0,11097,145.973683791854,1
TXN_100468,665,Free,0.0,6085,55.78315954578363,0
